Area,Region,Product_Category,Avg_Price,Min_Price,Max_Price,Volatility,Trend_2010_2023,Data_Points,Year_Min,Year_Max
Denmark,Europe,Oilseeds,90.86,52.42,210.19,16.4,27.79,136.0,1991.0,2024.0
Denmark,Europe,Other Industrial,136.03,78.42,295.8,15.94,-4.78,34.0,1991.0,2024.0
Denmark,Europe,Pulses,112.7,75.87,235.08,15.6,19.69,102.0,1991.0,2024.0
Denmark,Europe,Roots & Tubers,87.46,49.57,177.25,28.03,121.89,34.0,1991.0,2024.0
Denmark,Europe,Spices,104.28,75.99,160.76,20.31,6.48,34.0,1991.0,2024.0
Denmark,Europe,Sugar Crops,108.74,64.42,136.93,11.95,15.5,34.0,1991.0,2024.0
Denmark,Europe,Vegetables,101.67,20.82,349.31,77.33,42.3,467.0,1991.0,2024.0
Dominican Republic,Americas,Aggregates,76.98,16.97,294.58,26.92,201.84,68.0,1991.0,2024.0
Dominican Republic,Americas,Beverages,61.04,7.32,188.59,43.84,44.86,68.0,1991.0,2024.0
Dominican Republic,Americas,Cereals,87.6,13.78,382.62,77.09,143.72,204.0,1991.0,2024.0
Dominican Republic,Americas,Dairy & Eggs,67.11,10.95,147.43,40.63,43.83,136.0,1991.0,2024.0
Dominican Republic,Americas,Fibers,75.94,6.25,138.96,16.76,31.56,68.0,1991.0,2024.0
Dominican Republic,Americas,Fruits,100.23,1.19,1458.29,320.67,86.61,442.0,1991.0,2024.0
Dominican Republic,Americas,Meat,68.5,6.79,321.7,67.46,169.51,374.0,1991.0,2024.0
Dominican Republic,Americas,Nuts,57.3,13.85,146.31,17.79,103.49,68.0,1991.0,2024.0
Dominican Republic,Americas,Oilseeds,58.99,6.45,176.94,40.68,221.22,170.0,1991.0,2024.0
Dominican Republic,Americas,Other Industrial,90.61,6.71,217.96,263.93,-3.43,170.0,1991.0,2024.0
Dominican Republic,Americas,Pulses,82.98,20.29,195.82,29.24,112.32,179.0,1991.0,2024.0
Dominican Republic,Americas,Roots & Tubers,80.98,9.52,531.74,120.31,144.45,204.0,1991.0,2024.0
Dominican Republic,Americas,Spices,66.81,6.95,180.38,123.66,130.14,68.0,1991.0,2024.0
Dominican Republic,Americas,Sugar Crops,172.47,25.8,909.44,43.8,1207.04,33.0,1991.0,2023.0
Dominican Republic,Americas,Vegetables,75.59,6.18,594.04,92.59,238.44,476.0,1991.0,2024.0
Ecuador,Americas,Aggregates,63.05,1.97,119.53,23.4,25.59,68.0,1991.0,2024.0
Ecuador,Americas,Beverages,51.19,0.26,114.85,191.17,3.87,102.0,1991.0,2024.0
Ecuador,Americas,Cereals,67.21,1.36,241.58,70.21,97.06,340.0,1991.0,2024.0
Ecuador,Americas,Dairy & Eggs,65.32,1.74,168.33,25.3,68.61,204.0,1991.0,2024.0
Ecuador,Americas,Fibers,59.71,1.23,128.47,43.5,34.46,136.0,1991.0,2024.0
Ecuador,Americas,Fruits,64.29,0.58,476.01,82.3,14.04,936.0,1991.0,2024.0
Ecuador,Americas,Meat,68.25,0.97,344.59,93.88,593.0,680.0,1991.0,2024.0
Ecuador,Americas,Oilseeds,66.15,1.21,177.34,39.57,9.83,374.0,1991.0,2024.0
Ecuador,Americas,Other Industrial,77.1,1.19,382.33,66.39,59.88,170.0,1991.0,2024.0
Ecuador,Americas,Pulses,70.16,1.49,193.99,65.71,25.05,204.0,1991.0,2024.0
Ecuador,Americas,Roots & Tubers,59.37,0.61,159.91,64.68,61.05,136.0,1991.0,2024.0
Ecuador,Americas,Spices,58.91,1.61,136.81,47.77,-7.0,102.0,1991.0,2024.0
Ecuador,Americas,Sugar Crops,69.17,1.53,142.6,30.68,6.78,68.0,1991.0,2024.0
Ecuador,Americas,Vegetables,64.84,1.1,352.94,317.36,-10.95,646.0,1991.0,2024.0
Egypt,Africa,Aggregates,95.6,20.54,397.9,16.31,438.94,68.0,1991.0,2024.0
Egypt,Africa,Cereals,86.02,9.24,654.92,49.28,132.34,272.0,1991.0,2024.0
Egypt,Africa,Dairy & Eggs,80.89,14.26,467.48,34.32,195.65,238.0,1991.0,2024.0
Egypt,Africa,Fibers,74.27,14.91,186.51,39.97,-17.29,204.0,1991.0,2024.0
Egypt,Africa,Fruits,112.13,13.7,3079.83,68.49,517.85,850.0,1991.0,2024.0
Egypt,Africa,Meat,84.13,4.7,1150.66,57.19,141.94,865.0,1991.0,2024.0
Egypt,Africa,Nuts,83.67,23.87,191.08,26.87,92.88,102.0,1991.0,2024.0
Egypt,Africa,Oilseeds,96.29,0.41,868.95,1653.11,441.37,272.0,1991.0,2024.0
Egypt,Africa,Other Industrial,79.57,19.47,219.38,23.08,54.42,136.0,1991.0,2024.0
Egypt,Africa,Pulses,90.74,17.03,598.3,59.14,150.57,340.0,1991.0,2024.0
Egypt,Africa,Roots & Tubers,122.17,12.74,980.86,96.45,27.63,136.0,1991.0,2024.0
Egypt,Africa,Spices,81.8,24.61,186.02,6.39,92.72,68.0,1991.0,2024.0
Egypt,Africa,Sugar Crops,66.91,12.25,158.63,20.41,81.87,68.0,1991.0,2024.0
Egypt,Africa,Vegetables,120.18,6.87,1804.8,110.75,12.42,714.0,1991.0,2024.0
El Salvador,Americas,Aggregates,81.63,44.62,122.34,16.73,16.1,68.0,1991.0,2024.0
El Salvador,Americas,Beverages,76.39,10.91,137.81,107.21,-4.54,68.0,1991.0,2024.0
El Salvador,Americas,Cereals,78.15,42.23,209.89,20.77,48.06,170.0,1991.0,2024.0
El Salvador,Americas,Dairy & Eggs,84.48,46.28,126.34,18.9,-1.26,136.0,1991.0,2024.0
El Salvador,Americas,Fibers,113.42,39.35,443.42,100.28,-15.76,238.0,1991.0,2024.0
El Salvador,Americas,Fruits,83.19,15.51,236.19,57.49,144.71,583.0,1991.0,2024.0
El Salvador,Americas,Meat,79.56,35.74,135.38,16.03,67.09,374.0,1991.0,2024.0
El Salvador,Americas,Nuts,80.42,39.96,129.5,6.49,39.79,68.0,1991.0,2024.0
El Salvador,Americas,Oilseeds,98.55,29.19,448.34,106.76,50.24,238.0,1991.0,2024.0
El Salvador,Americas,Other Industrial,76.28,22.49,142.4,29.88,114.65,68.0,1991.0,2024.0
El Salvador,Americas,Pulses,69.27,24.23,124.55,39.53,-8.51,68.0,1991.0,2024.0
El Salvador,Americas,Roots & Tubers,81.01,24.44,164.67,21.79,24.15,170.0,1991.0,2024.0
El Salvador,Americas,Sugar Crops,79.49,36.7,152.36,20.9,-16.87,34.0,1991.0,2024.0
El Salvador,Americas,Vegetables,91.83,35.51,277.84,53.57,-19.79,352.0,1991.0,2024.0
Equatorial Guinea,Africa,Aggregates,69.93,15.56,116.51,16.62,-24.15,68.0,1991.0,2024.0
Equatorial Guinea,Africa,Beverages,66.25,12.51,116.51,51.69,-36.06,68.0,1991.0,2024.0
Equatorial Guinea,Africa,Dairy & Eggs,72.32,17.87,116.51,10.65,-0.9,68.0,1991.0,2024.0
Equatorial Guinea,Africa,Fruits,64.66,2.59,116.51,75.91,-42.15,136.0,1991.0,2024.0
Equatorial Guinea,Africa,Meat,76.47,21.73,116.51,26.69,-12.04,442.0,1991.0,2024.0
Equatorial Guinea,Africa,Oilseeds,67.56,17.56,116.51,7.68,-26.53,136.0,1991.0,2024.0
Equatorial Guinea,Africa,Other Industrial,69.16,17.56,116.51,14.23,-13.33,34.0,1991.0,2024.0
Equatorial Guinea,Africa,Roots & Tubers,68.42,17.56,116.51,7.85,-16.67,136.0,1991.0,2024.0
Eritrea,Africa,Aggregates,63.75,6.3,172.8,15.41,133.24,64.0,1993.0,2024.0
Eritrea,Africa,Cereals,62.32,3.13,154.81,16.48,148.3,256.0,1993.0,2024.0
Eritrea,Africa,Dairy & Eggs,65.74,9.57,182.89,10.68,138.94,224.0,1993.0,2024.0
Eritrea,Africa,Fruits,61.5,6.1,138.18,9.26,129.8,96.0,1993.0,2024.0
Eritrea,Africa,Meat,63.84,4.51,177.99,23.22,184.86,480.0,1993.0,2024.0
Eritrea,Africa,Oilseeds,63.15,4.91,152.21,9.82,110.02,160.0,1993.0,2024.0
Eritrea,Africa,Other Industrial,62.2,4.69,147.19,16.7,136.13,32.0,1993.0,2024.0
Eritrea,Africa,Pulses,62.77,5.04,146.41,11.83,128.07,256.0,1993.0,2024.0
Eritrea,Africa,Roots & Tubers,53.04,3.46,121.71,18.68,49.03,64.0,1993.0,2024.0
Eritrea,Africa,Spices,63.36,6.11,159.34,12.75,150.34,32.0,1993.0,2024.0
Eritrea,Africa,Vegetables,56.43,5.88,136.57,18.08,58.47,128.0,1993.0,2024.0
Estonia,Europe,Aggregates,89.78,21.28,163.75,14.68,33.3,66.0,1992.0,2024.0
Estonia,Europe,Cereals,93.59,26.99,195.23,27.25,-1.25,297.0,1992.0,2024.0
Estonia,Europe,Dairy & Eggs,94.84,20.83,237.51,24.2,60.08,165.0,1992.0,2024.0
Estonia,Europe,Fibers,135.13,49.74,265.47,53.4,255.82,33.0,1992.0,2024.0
Estonia,Europe,Fruits,81.87,3.45,422.19,47.43,141.96,297.0,1992.0,2024.0
Estonia,Europe,Meat,89.73,9.62,212.77,41.58,44.18,363.0,1992.0,2024.0
Estonia,Europe,Oilseeds,94.88,33.88,279.14,49.41,-31.19,99.0,1992.0,2024.0
Estonia,Europe,Other Industrial,80.55,21.94,140.53,89.76,66.58,66.0,1992.0,2024.0
Estonia,Europe,Pulses,103.02,34.0,184.54,12.92,47.57,99.0,1992.0,2024.0
Estonia,Europe,Roots & Tubers,50.98,14.63,114.76,46.97,50.57,33.0,1992.0,2024.0
Estonia,Europe,Sugar Crops,84.16,15.32,230.51,19.6,198.23,33.0,1992.0,2024.0
Estonia,Europe,Vegetables,92.82,2.92,210.8,151.19,35.38,429.0,1992.0,2024.0
Ethiopia,Africa,Aggregates,68.68,13.67,224.5,17.98,285.55,64.0,1993.0,2024.0
Ethiopia,Africa,Beverages,75.75,9.93,298.23,30.31,134.87,96.0,1993.0,2024.0
Ethiopia,Africa,Cereals,69.93,9.84,361.19,27.88,203.94,320.0,1993.0,2024.0
Ethiopia,Africa,Dairy & Eggs,69.05,8.3,332.94,30.54,704.88,224.0,1993.0,2024.0
Ethiopia,Africa,Fibers,75.01,12.6,310.89,49.28,107.62,160.0,1993.0,2024.0
Ethiopia,Africa,Fruits,71.95,6.63,370.67,51.15,338.17,448.0,1993.0,2024.0
Ethiopia,Africa,Meat,78.54,4.12,696.87,243.48,208.31,558.0,1993.0,2024.0
Ethiopia,Africa,Nuts,67.43,6.52,164.92,35.36,230.21,64.0,1993.0,2024.0
Ethiopia,Africa,Oilseeds,69.1,2.18,314.72,149.33,927.47,371.0,1993.0,2024.0
Ethiopia,Africa,Other Industrial,68.14,7.55,238.46,109.83,300.0,96.0,1993.0,2024.0
Ethiopia,Africa,Pulses,74.71,7.81,402.43,21.59,392.61,256.0,1993.0,2024.0
Ethiopia,Africa,Roots & Tubers,72.47,9.97,342.36,33.81,370.06,128.0,1993.0,2024.0
Ethiopia,Africa,Spices,75.43,4.71,467.49,87.35,272.56,192.0,1993.0,2024.0
Ethiopia,Africa,Sugar Crops,77.26,11.99,235.69,15.71,311.73,51.0,1993.0,2024.0
Ethiopia,Africa,Vegetables,73.06,8.17,406.03,38.38,341.85,582.0,1993.0,2024.0
Fiji,Oceania,Aggregates,61.22,7.52,136.77,61.43,126.85,68.0,1991.0,2024.0
Fiji,Oceania,Beverages,81.69,29.56,160.09,10.99,105.25,27.0,1998.0,2024.0
Fiji,Oceania,Cereals,77.34,1.88,217.74,207.62,-11.93,129.0,1991.0,2024.0
Fiji,Oceania,Dairy & Eggs,73.49,26.7,132.5,31.88,3.44,122.0,1991.0,2024.0
Fiji,Oceania,Fruits,62.67,9.52,176.88,79.93,43.41,254.0,1991.0,2024.0
Fiji,Oceania,Meat,94.26,15.9,260.27,54.73,6.12,413.0,1991.0,2024.0
Fiji,Oceania,Oilseeds,83.81,9.96,298.65,97.43,1055.1,54.0,1998.0,2024.0
Fiji,Oceania,Other Industrial,116.36,80.0,150.0,11.1,0.0,34.0,1991.0,2024.0
Fiji,Oceania,Pulses,86.28,34.93,249.89,23.51,501.0,66.0,1992.0,2024.0
Fiji,Oceania,Roots & Tubers,86.66,13.9,297.65,64.16,66.07,156.0,1991.0,2024.0
Fiji,Oceania,Spices,64.02,36.35,152.18,33.2,43.24,27.0,1998.0,2024.0
Fiji,Oceania,Sugar Crops,96.61,64.41,128.95,19.53,82.68,27.0,1998.0,2024.0
Fiji,Oceania,Vegetables,55.1,0.82,260.53,531.21,235.27,303.0,1991.0,2024.0
Finland,Europe,Aggregates,104.28,79.32,151.58,8.86,52.78,68.0,1991.0,2024.0
Finland,Europe,Cereals,117.39,63.9,262.76,14.51,99.11,272.0,1991.0,2024.0
Finland,Europe,Dairy & Eggs,101.98,47.33,197.34,16.51,68.41,136.0,1991.0,2024.0
Finland,Europe,Fruits,86.04,33.13,395.76,35.17,11.92,304.0,1991.0,2024.0
Finland,Europe,Meat,102.73,44.94,289.87,22.49,72.57,374.0,1991.0,2024.0
Finland,Europe,Oilseeds,98.75,46.21,179.6,13.15,53.73,68.0,1991.0,2024.0
Finland,Europe,Other Industrial,93.8,44.98,191.7,29.16,9.87,68.0,1991.0,2024.0
Finland,Europe,Pulses,101.22,61.41,195.82,6.64,36.8,102.0,1991.0,2024.0
Finland,Europe,Roots & Tubers,106.5,58.85,142.78,27.19,80.01,34.0,1991.0,2024.0
Finland,Europe,Sugar Crops,125.94,75.31,215.63,13.35,-5.02,34.0,1991.0,2024.0
Finland,Europe,Vegetables,93.23,45.67,253.1,19.94,43.92,680.0,1991.0,2024.0
France,Europe,Aggregates,96.24,67.5,164.76,13.73,54.44,68.0,1991.0,2024.0
France,Europe,Beverages,111.32,83.92,154.6,6.73,-0.49,34.0,1991.0,2024.0
France,Europe,Cereals,97.75,39.76,211.56,16.3,40.63,460.0,1991.0,2024.0
France,Europe,Dairy & Eggs,101.38,61.89,250.37,23.22,151.0,204.0,1991.0,2024.0
France,Europe,Fibers,64.55,28.95,106.5,16.99,61.52,100.0,1991.0,2024.0
France,Europe,Fruits,84.86,25.64,220.96,37.01,57.51,850.0,1991.0,2024.0
France,Europe,Meat,92.08,53.92,180.14,22.25,35.83,748.0,1991.0,2024.0
France,Europe,Nuts,73.62,26.02,112.04,27.78,20.85,170.0,1991.0,2024.0
France,Europe,Oilseeds,88.11,39.72,206.17,32.27,-0.98,306.0,1991.0,2024.0
France,Europe,Other Industrial,79.02,17.26,111.42,124.63,10.38,102.0,1991.0,2024.0
France,Europe,Pulses,88.18,57.71,149.2,7.14,56.3,238.0,1991.0,2024.0
France,Europe,Roots & Tubers,82.53,45.18,167.31,34.36,85.14,34.0,1991.0,2024.0
France,Europe,Sugar Crops,131.88,82.55,203.62,13.39,47.7,34.0,1991.0,2024.0
France,Europe,Vegetables,92.75,27.02,483.92,46.57,104.5,918.0,1991.0,2024.0
Gambia,Africa,Aggregates,71.44,10.41,195.54,17.26,233.88,68.0,1991.0,2024.0
Gambia,Africa,Cereals,70.91,6.37,333.89,51.69,-34.78,238.0,1991.0,2024.0
Gambia,Africa,Dairy & Eggs,71.23,10.69,203.37,34.65,118.55,136.0,1991.0,2024.0
Gambia,Africa,Fibers,56.97,14.87,101.52,9.82,-17.86,102.0,1991.0,2024.0
Gambia,Africa,Fruits,58.32,3.02,178.98,91.5,73.92,136.0,1991.0,2024.0
Gambia,Africa,Meat,64.25,4.72,176.89,67.11,-7.74,408.0,1991.0,2024.0
Gambia,Africa,Oilseeds,72.73,5.29,222.0,116.76,4.27,204.0,1991.0,2024.0
Gambia,Africa,Other Industrial,71.51,6.61,143.43,26.65,94.46,34.0,1991.0,2024.0
Gambia,Africa,Pulses,62.37,17.16,101.16,9.35,-33.12,68.0,1991.0,2024.0
Gambia,Africa,Roots & Tubers,50.82,1.36,114.92,27.54,91.27,68.0,1991.0,2024.0
Gambia,Africa,Vegetables,56.64,10.12,100.16,17.6,-22.42,102.0,1991.0,2024.0
Georgia,Asia,Aggregates,94.61,51.99,185.58,12.46,93.04,62.0,1994.0,2024.0
Georgia,Asia,Beverages,67.6,0.28,260.77,128.22,11012.39,31.0,1994.0,2024.0
Georgia,Asia,Cereals,115.17,0.0,903.82,187.39,22.91,248.0,1994.0,2024.0
Georgia,Asia,Dairy & Eggs,92.35,14.88,194.68,59.95,83.46,217.0,1994.0,2024.0
Georgia,Asia,Fibers,84.28,25.66,157.15,16.21,69.17,31.0,1994.0,2024.0
Georgia,Asia,Fruits,90.87,16.8,268.45,123.1,4.58,558.0,1994.0,2024.0
Georgia,Asia,Meat,89.37,10.54,201.88,60.27,196.98,455.0,1994.0,2024.0
Georgia,Asia,Nuts,77.32,20.07,193.94,87.42,86.34,186.0,1994.0,2024.0
Georgia,Asia,Oilseeds,86.98,25.18,209.66,25.25,83.08,124.0,1994.0,2024.0
Georgia,Asia,Other Industrial,84.37,15.92,322.28,42.1,91.11,93.0,1994.0,2024.0
Georgia,Asia,Pulses,90.46,39.42,194.76,34.36,47.91,93.0,1994.0,2024.0
Georgia,Asia,Roots & Tubers,88.42,54.09,150.97,20.96,25.81,31.0,1994.0,2024.0
Georgia,Asia,Spices,80.49,1.49,280.55,399.81,91.43,124.0,1994.0,2024.0
Georgia,Asia,Sugar Crops,86.57,24.43,184.23,16.47,93.77,31.0,1994.0,2024.0
Georgia,Asia,Vegetables,102.05,28.37,211.29,36.57,22.87,279.0,1994.0,2024.0
Germany,Europe,Aggregates,102.16,75.78,166.13,12.42,53.46,68.0,1991.0,2024.0
Germany,Europe,Beverages,111.57,11.65,185.0,156.49,112.08,34.0,1991.0,2024.0
Germany,Europe,Cereals,101.44,55.53,225.18,11.9,51.8,306.0,1991.0,2024.0
Germany,Europe,Dairy & Eggs,107.01,58.18,229.05,29.01,20.65,170.0,1991.0,2024.0
Germany,Europe,Fruits,96.24,12.52,246.0,61.22,38.88,568.0,1991.0,2024.0
Germany,Europe,Meat,100.82,28.51,274.24,70.69,159.77,748.0,1991.0,2024.0
Germany,Europe,Nuts,63.26,31.02,123.58,17.81,126.6,68.0,1991.0,2024.0
Germany,Europe,Oilseeds,90.81,42.67,205.21,21.63,37.09,238.0,1991.0,2024.0
Germany,Europe,Other Industrial,85.58,13.7,224.12,131.15,122.36,114.0,1991.0,2024.0
Germany,Europe,Pulses,114.7,46.43,329.78,43.1,22.43,204.0,1991.0,2024.0
Germany,Europe,Roots & Tubers,97.06,29.23,258.33,54.39,95.15,34.0,1991.0,2024.0
Germany,Europe,Sugar Crops,84.88,58.21,115.85,14.94,47.06,34.0,1991.0,2024.0
Germany,Europe,Vegetables,94.11,20.84,388.67,61.22,45.32,637.0,1991.0,2024.0
Ghana,Africa,Aggregates,65.91,0.89,315.68,717.83,523.36,68.0,1991.0,2024.0
Ghana,Africa,Beverages,61.12,0.62,160.95,188.9,37.87,68.0,1991.0,2024.0
Ghana,Africa,Cereals,78.55,0.53,625.24,84.61,751.19,238.0,1991.0,2024.0
Ghana,Africa,Dairy & Eggs,58.74,1.69,102.96,63.0,20.26,136.0,1991.0,2024.0
Ghana,Africa,Fibers,72.78,6.53,113.54,19.96,17.32,102.0,1991.0,2024.0
Ghana,Africa,Fruits,60.35,0.11,314.47,145.81,62.18,417.0,1991.0,2024.0
Ghana,Africa,Meat,68.7,1.36,137.48,245.78,64.89,442.0,1991.0,2024.0
Ghana,Africa,Nuts,63.39,3.72,124.67,17.74,45.68,136.0,1991.0,2024.0
Ghana,Africa,Oilseeds,70.34,0.22,532.8,245.09,80.03,238.0,1991.0,2024.0
Ghana,Africa,Other Industrial,71.83,0.29,188.18,189.7,-19.52,102.0,1991.0,2024.0
Ghana,Africa,Pulses,63.97,0.18,212.11,1106.41,85.08,77.0,1991.0,2024.0
Ghana,Africa,Roots & Tubers,62.89,0.22,396.2,89.11,885.41,170.0,1991.0,2024.0
Ghana,Africa,Spices,57.67,0.28,156.25,201.73,-16.67,102.0,1991.0,2024.0
Ghana,Africa,Sugar Crops,66.48,2.39,116.34,31.96,25.75,34.0,1991.0,2024.0
Ghana,Africa,Vegetables,56.34,0.17,269.22,165.0,335.11,340.0,1991.0,2024.0
Greece,Europe,Aggregates,88.84,43.32,165.99,6.64,42.2,68.0,1991.0,2024.0
Greece,Europe,Cereals,98.65,55.1,210.55,23.11,17.62,340.0,1991.0,2024.0
Greece,Europe,Dairy & Eggs,88.98,40.52,186.7,30.74,53.48,238.0,1991.0,2024.0
Greece,Europe,Fibers,146.98,51.46,263.53,33.93,-54.31,102.0,1991.0,2024.0
Greece,Europe,Fruits,97.62,18.63,400.47,58.42,15.02,984.0,1991.0,2024.0
Greece,Europe,Meat,88.44,32.86,219.01,29.2,-8.32,758.0,1991.0,2024.0
Greece,Europe,Nuts,75.42,14.42,156.49,27.58,62.37,229.0,1991.0,2024.0
Greece,Europe,Oilseeds,92.78,39.18,255.15,65.86,-52.5,272.0,1991.0,2024.0
Greece,Europe,Other Industrial,87.7,9.74,205.59,135.59,0.03,170.0,1991.0,2024.0
Greece,Europe,Pulses,75.74,17.32,164.19,23.02,58.0,305.0,1991.0,2024.0
Greece,Europe,Roots & Tubers,85.76,29.8,162.08,15.55,45.56,68.0,1991.0,2024.0
Greece,Europe,Spices,79.12,46.75,105.57,6.58,-1.62,68.0,1991.0,2024.0
Greece,Europe,Sugar Crops,144.33,87.5,226.97,11.94,37.75,34.0,1991.0,2024.0
Greece,Europe,Vegetables,95.36,17.12,289.05,34.5,29.62,876.0,1991.0,2024.0
Grenada,Americas,Aggregates,103.21,75.02,158.31,24.91,31.76,30.0,2010.0,2024.0
Grenada,Americas,Beverages,91.12,87.44,125.03,13.97,6.2,15.0,2010.0,2024.0
Grenada,Americas,Cereals,91.93,58.3,122.08,13.74,49.86,51.0,1993.0,2024.0
Grenada,Americas,Dairy & Eggs,114.36,75.28,158.31,9.8,110.29,30.0,2010.0,2024.0
Grenada,Americas,Fruits,98.14,18.0,200.85,54.22,-7.68,276.0,2010.0,2024.0
Grenada,Americas,Meat,98.82,77.68,136.81,14.62,28.12,90.0,2010.0,2024.0
Grenada,Americas,Oilseeds,88.83,71.62,129.78,10.37,-5.09,30.0,2010.0,2024.0
Grenada,Americas,Pulses,99.72,86.43,117.95,8.22,31.31,45.0,2010.0,2024.0
Grenada,Americas,Roots & Tubers,93.03,58.69,127.84,13.46,33.22,81.0,1993.0,2024.0
Grenada,Americas,Spices,112.31,49.93,171.24,31.3,21.44,45.0,2010.0,2024.0
Grenada,Americas,Sugar Crops,95.45,73.33,105.13,13.93,,9.0,2016.0,2024.0
Grenada,Americas,Vegetables,99.41,32.28,149.66,35.22,-5.45,150.0,2010.0,2024.0
Guinea,Africa,Aggregates,85.99,10.62,424.15,116.85,334.94,68.0,1991.0,2024.0
Guinea,Africa,Beverages,106.33,9.56,489.97,224.04,259.76,68.0,1991.0,2024.0
Guinea,Africa,Cereals,134.79,8.73,855.1,77.21,613.36,238.0,1991.0,2024.0
Guinea,Africa,Dairy & Eggs,72.02,6.56,218.48,377.19,54.34,198.0,1991.0,2024.0
Guinea,Africa,Fibers,89.83,15.97,173.75,59.63,31.47,102.0,1991.0,2024.0
Guinea,Africa,Fruits,94.77,9.06,184.43,133.61,45.37,406.0,1991.0,2024.0
Guinea,Africa,Meat,67.94,3.65,331.88,201.46,12.98,374.0,1991.0,2024.0
Guinea,Africa,Nuts,49.57,6.04,131.85,22.05,-9.76,68.0,1991.0,2024.0
Guinea,Africa,Oilseeds,92.41,16.36,248.09,111.05,209.02,238.0,1991.0,2024.0
Guinea,Africa,Other Industrial,84.44,5.6,167.72,335.06,124.03,136.0,1991.0,2024.0
Guinea,Africa,Pulses,110.48,42.25,300.61,62.52,-48.7,92.0,1991.0,2024.0
Guinea,Africa,Roots & Tubers,274.33,36.07,3257.82,404.12,185.65,170.0,1991.0,2024.0
Guinea,Africa,Sugar Crops,79.07,27.89,124.11,8.83,38.7,34.0,1991.0,2024.0
Guinea,Africa,Vegetables,126.45,23.77,918.75,96.27,112.34,127.0,1991.0,2024.0
Guinea-Bissau,Africa,Aggregates,93.47,44.82,135.88,28.86,8.52,54.0,1998.0,2024.0
Guinea-Bissau,Africa,Cereals,93.21,35.62,147.68,24.72,54.85,135.0,1998.0,2024.0
Guinea-Bissau,Africa,Dairy & Eggs,102.5,82.6,167.08,10.35,41.08,108.0,1998.0,2024.0
Guinea-Bissau,Africa,Fruits,101.84,56.97,139.69,4.92,51.7,207.0,2002.0,2024.0
Guinea-Bissau,Africa,Meat,109.81,82.6,135.03,2.84,52.57,162.0,2007.0,2024.0
Guinea-Bissau,Africa,Oilseeds,117.17,82.6,170.68,9.56,82.41,16.0,2009.0,2024.0
Guinea-Bissau,Africa,Other Industrial,109.81,82.6,135.03,6.0,52.57,36.0,2007.0,2024.0
Guinea-Bissau,Africa,Pulses,113.85,73.85,145.45,5.62,68.23,34.0,2008.0,2024.0
Guinea-Bissau,Africa,Roots & Tubers,92.6,24.48,224.23,36.13,0.03,99.0,1998.0,2024.0
Guyana,Americas,Aggregates,86.13,3.22,223.88,101.96,111.3,68.0,1991.0,2024.0
Guyana,Americas,Dairy & Eggs,71.3,16.86,181.01,47.68,53.01,134.0,1991.0,2024.0
Guyana,Americas,Fruits,120.95,24.04,2046.44,185.41,-8.99,462.0,1992.0,2024.0
Guyana,Americas,Meat,175.72,56.06,743.11,86.51,124.06,165.0,1992.0,2024.0
Guyana,Americas,Other Industrial,326.52,54.04,2657.16,47.2,3760.23,33.0,1992.0,2024.0
Guyana,Americas,Roots & Tubers,102.76,8.2,351.37,114.46,115.68,200.0,1991.0,2024.0
Guyana,Americas,Spices,92.75,32.15,173.77,39.24,35.21,33.0,1992.0,2024.0
Guyana,Americas,Vegetables,139.31,33.47,1026.35,81.85,0.5,363.0,1992.0,2024.0
Honduras,Americas,Aggregates,76.49,12.16,147.41,28.04,51.98,68.0,1991.0,2024.0
Honduras,Americas,Beverages,82.41,10.57,139.0,52.21,10.79,68.0,1991.0,2024.0
Honduras,Americas,Cereals,74.36,9.3,142.93,58.51,36.72,204.0,1991.0,2024.0
Honduras,Americas,Dairy & Eggs,81.05,8.72,150.84,43.39,46.41,136.0,1991.0,2024.0
Honduras,Americas,Fibers,71.37,13.39,134.88,8.24,58.53,102.0,1991.0,2024.0
Honduras,Americas,Fruits,68.44,1.25,235.89,130.45,104.45,646.0,1991.0,2024.0
Honduras,Americas,Meat,79.6,12.2,161.39,32.59,106.97,484.0,1991.0,2024.0
Honduras,Americas,Nuts,95.33,75.17,120.06,4.88,12.15,68.0,1991.0,2024.0
Honduras,Americas,Oilseeds,71.18,3.56,139.11,56.45,35.08,272.0,1991.0,2024.0
Honduras,Americas,Other Industrial,72.01,4.85,132.57,36.81,40.49,102.0,1991.0,2024.0
Honduras,Americas,Pulses,78.97,9.5,156.77,34.45,57.29,68.0,1991.0,2024.0
Honduras,Americas,Roots & Tubers,78.45,6.16,166.83,60.61,92.69,136.0,1991.0,2024.0
Honduras,Americas,Spices,73.11,10.12,129.96,21.38,41.77,68.0,1991.0,2024.0
Honduras,Americas,Sugar Crops,83.91,12.68,122.29,12.26,27.41,54.0,1991.0,2024.0
Honduras,Americas,Vegetables,71.86,1.7,187.17,114.51,40.31,550.0,1991.0,2024.0
Hungary,Europe,Aggregates,86.32,15.42,229.15,18.37,99.61,68.0,1991.0,2024.0
Hungary,Europe,Cereals,82.08,4.35,306.1,61.35,97.87,476.0,1991.0,2024.0
Hungary,Europe,Dairy & Eggs,88.94,15.9,327.32,30.36,168.81,238.0,1991.0,2024.0
Hungary,Europe,Fibers,116.97,65.09,200.94,9.65,-10.18,68.0,1991.0,2024.0
Hungary,Europe,Fruits,91.14,4.18,758.26,92.79,72.19,622.0,1991.0,2024.0
