Area,Region,Product_Category,Avg_Price,Min_Price,Max_Price,Volatility,Trend_2010_2023,Data_Points,Year_Min,Year_Max
Madagascar,Africa,Sugar Crops,65.94,2.11,131.38,130.86,-15.1,34.0,1991.0,2024.0
Madagascar,Africa,Vegetables,69.7,5.11,221.03,115.22,14.07,612.0,1991.0,2024.0
Malawi,Africa,Aggregates,81.93,1.71,330.58,24.33,862.1,58.0,1996.0,2024.0
Malawi,Africa,Beverages,91.22,6.75,169.15,21.0,-18.28,58.0,1996.0,2024.0
Malawi,Africa,Cereals,82.07,0.91,683.85,50.63,778.57,203.0,1996.0,2024.0
Malawi,Africa,Dairy & Eggs,83.84,0.86,401.03,38.17,456.55,116.0,1996.0,2024.0
Malawi,Africa,Fibers,91.59,6.75,167.32,19.01,-10.35,116.0,1996.0,2024.0
Malawi,Africa,Fruits,86.29,0.8,420.71,169.75,931.3,290.0,1996.0,2024.0
Malawi,Africa,Meat,88.23,1.55,491.74,37.98,956.16,319.0,1996.0,2024.0
Malawi,Africa,Nuts,116.76,3.31,543.62,20.22,934.35,58.0,1996.0,2024.0
Malawi,Africa,Oilseeds,87.93,1.02,348.64,291.56,-9.71,145.0,1996.0,2024.0
Malawi,Africa,Other Industrial,95.07,8.62,167.3,17.16,8.57,58.0,1996.0,2024.0
Malawi,Africa,Pulses,74.64,0.35,405.94,115.85,704.25,223.0,1996.0,2024.0
Malawi,Africa,Roots & Tubers,83.59,0.93,409.93,30.36,1244.78,115.0,1996.0,2024.0
Malawi,Africa,Spices,88.2,1.25,357.06,706.84,-10.55,174.0,1996.0,2024.0
Malawi,Africa,Sugar Crops,74.07,0.93,264.34,19.22,774.28,29.0,1996.0,2024.0
Malawi,Africa,Vegetables,83.87,0.49,487.84,203.23,8.57,348.0,1996.0,2024.0
Malaysia,Asia,Aggregates,75.32,22.55,173.77,41.65,21.45,68.0,1991.0,2024.0
Malaysia,Asia,Beverages,73.49,19.31,144.65,37.64,2.21,102.0,1991.0,2024.0
Malaysia,Asia,Cereals,71.87,33.33,109.61,20.49,64.45,135.0,1991.0,2024.0
Malaysia,Asia,Dairy & Eggs,80.85,42.27,150.26,17.94,32.48,204.0,1991.0,2024.0
Malaysia,Asia,Fruits,78.97,18.53,195.13,40.41,144.25,453.0,1991.0,2024.0
Malaysia,Asia,Meat,78.13,18.47,306.79,39.22,120.45,578.0,1991.0,2024.0
Malaysia,Asia,Nuts,80.09,43.06,142.26,7.68,27.47,102.0,1991.0,2024.0
Malaysia,Asia,Oilseeds,77.47,12.18,213.17,56.0,119.65,204.0,1991.0,2024.0
Malaysia,Asia,Other Industrial,91.92,17.86,246.12,97.3,-75.23,136.0,1991.0,2024.0
Malaysia,Asia,Roots & Tubers,77.62,16.2,283.06,41.12,55.16,165.0,1991.0,2024.0
Malaysia,Asia,Spices,71.96,22.01,145.17,48.18,18.46,170.0,1991.0,2024.0
Malaysia,Asia,Sugar Crops,64.78,7.7,151.56,89.31,64.8,34.0,1991.0,2024.0
Malaysia,Asia,Vegetables,88.89,32.24,327.43,33.7,45.28,522.0,1991.0,2024.0
Maldives,Asia,Aggregates,64.46,15.42,128.63,56.33,61.33,23.0,2002.0,2024.0
Maldives,Asia,Fruits,71.17,17.39,147.7,54.61,32.57,145.0,2002.0,2024.0
Maldives,Asia,Nuts,84.07,3.24,139.77,55.74,62.28,23.0,2002.0,2024.0
Maldives,Asia,Oilseeds,84.36,38.87,202.3,66.29,,22.0,2014.0,2024.0
Maldives,Asia,Pulses,98.87,74.35,138.19,13.52,8.61,23.0,2002.0,2024.0
Maldives,Asia,Roots & Tubers,87.6,41.76,131.25,35.59,-42.32,59.0,2010.0,2024.0
Maldives,Asia,Vegetables,81.6,11.89,161.97,90.44,41.18,222.0,2002.0,2024.0
Mali,Africa,Aggregates,76.51,21.57,137.15,32.97,43.84,68.0,1991.0,2024.0
Mali,Africa,Beverages,64.49,6.41,114.4,17.09,38.26,34.0,1991.0,2024.0
Mali,Africa,Cereals,88.48,12.91,225.1,56.19,34.0,306.0,1991.0,2024.0
Mali,Africa,Dairy & Eggs,75.19,13.74,160.9,65.34,-5.71,238.0,1991.0,2024.0
Mali,Africa,Fibers,85.28,36.27,124.57,16.97,60.28,170.0,1991.0,2024.0
Mali,Africa,Fruits,92.68,9.12,651.0,123.92,371.8,528.0,1991.0,2024.0
Mali,Africa,Meat,79.5,6.87,225.54,99.13,43.29,633.0,1991.0,2024.0
Mali,Africa,Nuts,86.8,52.54,109.95,11.05,24.51,68.0,1991.0,2024.0
Mali,Africa,Oilseeds,77.66,17.82,192.09,66.56,45.35,231.0,1991.0,2024.0
Mali,Africa,Other Industrial,100.34,25.04,207.57,82.11,-6.03,117.0,1991.0,2024.0
Mali,Africa,Pulses,88.61,22.28,300.19,40.91,32.91,136.0,1991.0,2024.0
Mali,Africa,Roots & Tubers,74.57,17.48,148.83,50.82,581.69,136.0,1991.0,2024.0
Mali,Africa,Spices,165.12,37.63,509.23,240.72,231.63,68.0,1991.0,2024.0
Mali,Africa,Sugar Crops,97.07,44.2,189.23,22.44,11.09,34.0,1991.0,2024.0
Mali,Africa,Vegetables,102.27,2.35,361.37,613.81,-98.43,380.0,1991.0,2024.0
Malta,Europe,Aggregates,86.64,48.07,148.86,12.09,74.29,68.0,1991.0,2024.0
Malta,Europe,Cereals,79.85,36.46,129.14,13.27,50.77,136.0,1991.0,2024.0
Malta,Europe,Dairy & Eggs,85.78,46.93,189.53,16.96,110.82,204.0,1991.0,2024.0
Malta,Europe,Fruits,96.99,12.77,342.96,104.81,124.68,646.0,1991.0,2024.0
Malta,Europe,Meat,92.94,42.05,183.49,18.83,22.48,578.0,1991.0,2024.0
Malta,Europe,Oilseeds,144.11,82.6,271.52,21.55,64.56,68.0,1991.0,2024.0
Malta,Europe,Other Industrial,83.17,45.72,105.03,7.05,25.0,34.0,1991.0,2024.0
Malta,Europe,Pulses,78.1,50.44,116.55,5.73,24.09,136.0,1991.0,2024.0
Malta,Europe,Roots & Tubers,96.34,57.07,202.14,23.32,115.11,34.0,1991.0,2024.0
Malta,Europe,Vegetables,96.07,35.45,264.03,47.13,24.88,374.0,1991.0,2024.0
Mauritius,Africa,Aggregates,88.57,34.08,210.63,37.8,100.36,68.0,1991.0,2024.0
Mauritius,Africa,Beverages,88.07,22.89,170.55,9.57,89.06,34.0,1991.0,2024.0
Mauritius,Africa,Cereals,91.64,71.9,109.55,2.43,9.15,102.0,1991.0,2024.0
Mauritius,Africa,Dairy & Eggs,75.18,18.45,157.2,15.87,52.52,136.0,1991.0,2024.0
Mauritius,Africa,Fibers,82.56,39.93,115.08,5.02,-0.72,68.0,1991.0,2024.0
Mauritius,Africa,Fruits,95.89,31.09,356.07,30.55,294.11,238.0,1991.0,2024.0
Mauritius,Africa,Meat,75.15,25.71,192.19,21.89,8.07,680.0,1991.0,2024.0
Mauritius,Africa,Nuts,100.87,30.78,241.79,10.2,193.73,68.0,1991.0,2024.0
Mauritius,Africa,Oilseeds,90.85,28.02,352.53,32.33,88.32,102.0,1991.0,2024.0
Mauritius,Africa,Other Industrial,75.75,34.0,107.32,6.66,2.35,34.0,1991.0,2024.0
Mauritius,Africa,Pulses,93.35,65.3,125.3,6.63,21.82,34.0,1991.0,2024.0
Mauritius,Africa,Roots & Tubers,96.91,16.2,332.69,54.03,295.78,136.0,1991.0,2024.0
Mauritius,Africa,Spices,99.35,27.84,250.07,42.22,12.13,68.0,1991.0,2024.0
Mauritius,Africa,Sugar Crops,109.46,39.27,207.55,17.12,84.76,34.0,1991.0,2024.0
Mauritius,Africa,Vegetables,98.79,16.72,515.55,49.28,221.32,680.0,1991.0,2024.0
Mexico,Americas,Aggregates,75.43,15.45,170.9,10.62,93.46,68.0,1991.0,2024.0
Mexico,Americas,Beverages,91.85,7.62,420.48,128.78,9.78,102.0,1991.0,2024.0
Mexico,Americas,Cereals,103.82,7.34,1139.64,247.27,92.6,408.0,1991.0,2024.0
Mexico,Americas,Dairy & Eggs,75.1,13.68,171.44,26.84,113.68,170.0,1991.0,2024.0
Mexico,Americas,Fibers,70.82,8.48,196.25,45.15,-7.6,170.0,1991.0,2024.0
Mexico,Americas,Fruits,81.55,5.57,302.73,98.83,124.61,1182.0,1991.0,2024.0
Mexico,Americas,Meat,70.63,12.44,154.11,17.4,151.77,646.0,1991.0,2024.0
Mexico,Americas,Nuts,71.73,4.49,194.26,91.2,-26.18,238.0,1991.0,2024.0
Mexico,Americas,Oilseeds,77.59,2.83,300.28,248.62,8.89,544.0,1991.0,2024.0
Mexico,Americas,Other Industrial,71.95,6.79,151.92,136.04,11.81,238.0,1991.0,2024.0
Mexico,Americas,Pulses,79.53,12.86,198.28,41.36,119.66,272.0,1991.0,2024.0
Mexico,Americas,Roots & Tubers,73.4,13.9,209.72,29.15,38.29,170.0,1991.0,2024.0
Mexico,Americas,Spices,76.88,7.23,214.04,90.14,93.85,204.0,1991.0,2024.0
Mexico,Americas,Sugar Crops,78.98,8.02,198.61,50.51,95.26,68.0,1991.0,2024.0
Mexico,Americas,Vegetables,79.61,4.26,289.87,46.19,122.42,884.0,1991.0,2024.0
Mongolia,Asia,Aggregates,92.53,5.06,416.98,25.04,157.77,64.0,1993.0,2024.0
Mongolia,Asia,Cereals,77.84,2.84,323.96,40.49,228.83,179.0,1993.0,2024.0
Mongolia,Asia,Dairy & Eggs,97.35,2.31,750.38,100.37,55.23,224.0,1993.0,2024.0
Mongolia,Asia,Meat,70.97,3.12,323.91,65.18,793.76,480.0,1993.0,2024.0
Mongolia,Asia,Nuts,70.39,12.29,136.28,21.65,7.42,92.0,1993.0,2024.0
Mongolia,Asia,Other Industrial,91.16,5.58,331.34,126.43,32.97,64.0,1993.0,2024.0
Mongolia,Asia,Pulses,66.96,13.02,136.28,14.16,-37.97,64.0,1993.0,2024.0
Mongolia,Asia,Roots & Tubers,59.55,3.19,182.51,75.43,147.78,32.0,1993.0,2024.0
Mongolia,Asia,Vegetables,69.23,2.0,250.63,43.81,159.43,273.0,1993.0,2024.0
Morocco,Africa,Aggregates,102.75,70.93,174.53,19.62,22.45,68.0,1991.0,2024.0
Morocco,Africa,Cereals,98.86,43.27,223.61,27.9,102.64,374.0,1991.0,2024.0
Morocco,Africa,Dairy & Eggs,111.8,84.91,204.06,19.36,33.22,238.0,1991.0,2024.0
Morocco,Africa,Fibers,102.73,80.63,131.36,9.13,-4.27,170.0,1991.0,2024.0
Morocco,Africa,Fruits,87.55,11.06,362.05,51.33,-41.11,1067.0,1991.0,2024.0
Morocco,Africa,Meat,102.76,59.08,135.5,10.65,14.14,612.0,1991.0,2024.0
Morocco,Africa,Nuts,110.38,40.91,556.98,69.91,578.29,170.0,1991.0,2024.0
Morocco,Africa,Oilseeds,95.8,43.33,183.29,29.75,-12.94,340.0,1991.0,2024.0
Morocco,Africa,Other Industrial,101.58,74.76,131.36,11.01,-8.27,170.0,1991.0,2024.0
Morocco,Africa,Pulses,85.92,33.13,164.3,34.54,24.85,306.0,1991.0,2024.0
Morocco,Africa,Roots & Tubers,111.46,80.74,194.48,18.84,-12.94,102.0,1991.0,2024.0
Morocco,Africa,Spices,103.61,80.74,131.36,7.6,-12.94,102.0,1991.0,2024.0
Morocco,Africa,Sugar Crops,101.69,79.43,131.37,4.54,-4.25,68.0,1991.0,2024.0
Morocco,Africa,Vegetables,87.64,23.18,229.81,44.9,-42.5,816.0,1991.0,2024.0
Mozambique,Africa,Aggregates,63.78,1.54,193.97,49.62,208.47,68.0,1991.0,2024.0
Mozambique,Africa,Beverages,70.51,1.21,139.55,224.91,44.0,68.0,1991.0,2024.0
Mozambique,Africa,Cereals,65.12,0.99,240.03,130.78,338.86,238.0,1991.0,2024.0
Mozambique,Africa,Dairy & Eggs,63.3,1.13,211.69,103.22,100.29,170.0,1991.0,2024.0
Mozambique,Africa,Fibers,76.75,5.22,157.93,28.46,7.91,204.0,1991.0,2024.0
Mozambique,Africa,Fruits,75.81,4.0,145.93,96.54,-14.97,442.0,1991.0,2024.0
Mozambique,Africa,Meat,77.44,0.99,298.3,63.17,70.44,442.0,1991.0,2024.0
Mozambique,Africa,Nuts,76.0,3.49,128.73,27.68,-7.95,68.0,1991.0,2024.0
Mozambique,Africa,Oilseeds,77.72,0.22,240.11,3321.93,5.1,272.0,1991.0,2024.0
Mozambique,Africa,Other Industrial,70.34,2.43,128.73,46.32,-9.93,68.0,1991.0,2024.0
Mozambique,Africa,Pulses,83.54,1.42,255.72,872.22,39.85,78.0,1991.0,2024.0
Mozambique,Africa,Roots & Tubers,75.13,1.11,332.52,169.0,400.99,136.0,1991.0,2024.0
Mozambique,Africa,Sugar Crops,76.72,7.97,128.73,22.17,2.85,34.0,1991.0,2024.0
Mozambique,Africa,Vegetables,69.95,1.44,197.96,114.67,175.99,238.0,1991.0,2024.0
Myanmar,Asia,Aggregates,65.23,1.2,232.49,107.04,262.08,68.0,1991.0,2024.0
Myanmar,Asia,Beverages,83.9,3.09,396.11,79.86,88.04,68.0,1991.0,2024.0
Myanmar,Asia,Cereals,63.63,0.46,282.94,61.7,21.75,238.0,1991.0,2024.0
Myanmar,Asia,Dairy & Eggs,66.29,3.51,128.38,26.87,-23.34,272.0,1991.0,2024.0
Myanmar,Asia,Fibers,68.34,2.39,175.4,214.61,571.08,204.0,1991.0,2024.0
Myanmar,Asia,Fruits,73.55,6.89,139.9,27.07,-9.46,136.0,1991.0,2024.0
Myanmar,Asia,Meat,67.71,5.18,128.38,9.36,-16.86,714.0,1991.0,2024.0
Myanmar,Asia,Nuts,62.45,1.25,121.01,41.42,25.59,67.0,1991.0,2024.0
Myanmar,Asia,Oilseeds,72.38,0.99,364.6,338.98,202.89,272.0,1991.0,2024.0
Myanmar,Asia,Other Industrial,88.87,2.1,378.45,118.52,20.27,136.0,1991.0,2024.0
Myanmar,Asia,Pulses,76.43,1.3,390.54,37.95,63.6,238.0,1991.0,2024.0
Myanmar,Asia,Roots & Tubers,70.67,0.32,419.88,127.5,801.26,102.0,1991.0,2024.0
Myanmar,Asia,Spices,80.67,8.35,152.76,19.63,15.88,34.0,1991.0,2024.0
Myanmar,Asia,Sugar Crops,46.67,1.8,134.6,49.35,348.07,68.0,1991.0,2024.0
Myanmar,Asia,Vegetables,72.27,0.63,536.73,55.03,-16.05,204.0,1991.0,2024.0
Namibia,Africa,Aggregates,79.76,22.33,128.64,12.55,4.18,68.0,1991.0,2024.0
Namibia,Africa,Cereals,69.2,9.55,234.98,26.68,140.38,204.0,1991.0,2024.0
Namibia,Africa,Dairy & Eggs,80.15,19.93,128.64,14.17,-14.99,170.0,1991.0,2024.0
Namibia,Africa,Fibers,103.82,43.11,192.59,19.77,1.75,68.0,1991.0,2024.0
Namibia,Africa,Fruits,90.66,22.73,138.1,41.75,-12.91,238.0,1991.0,2024.0
Namibia,Africa,Meat,88.55,18.93,339.36,34.39,-15.59,442.0,1991.0,2024.0
Namibia,Africa,Oilseeds,90.55,29.57,192.59,37.73,1.75,136.0,1991.0,2024.0
Namibia,Africa,Other Industrial,82.34,38.67,128.64,10.93,-14.17,34.0,1991.0,2024.0
Namibia,Africa,Pulses,79.84,19.55,128.64,9.21,-11.62,68.0,1991.0,2024.0
Namibia,Africa,Roots & Tubers,79.83,19.54,128.64,9.22,-11.62,68.0,1991.0,2024.0
Namibia,Africa,Vegetables,80.42,19.55,128.64,9.2,-11.62,136.0,1991.0,2024.0
Nepal,Asia,Aggregates,71.38,17.27,159.56,10.85,84.72,68.0,1991.0,2024.0
Nepal,Asia,Beverages,78.47,33.26,215.09,30.63,68.05,68.0,1991.0,2024.0
Nepal,Asia,Cereals,68.56,13.84,196.97,12.22,151.43,252.0,1991.0,2024.0
Nepal,Asia,Dairy & Eggs,72.22,8.32,198.76,25.61,142.28,272.0,1991.0,2024.0
Nepal,Asia,Fibers,79.49,18.63,230.04,31.67,114.11,170.0,1991.0,2024.0
Nepal,Asia,Fruits,93.63,11.5,498.9,60.81,54.59,538.0,1991.0,2024.0
Nepal,Asia,Meat,60.01,9.45,147.07,38.78,73.74,510.0,1991.0,2024.0
Nepal,Asia,Nuts,66.22,22.27,119.25,25.45,109.55,136.0,1991.0,2024.0
Nepal,Asia,Oilseeds,68.66,5.16,216.52,180.99,1130.83,211.0,1991.0,2024.0
Nepal,Asia,Other Industrial,71.16,19.89,202.18,44.44,115.86,92.0,1991.0,2024.0
Nepal,Asia,Pulses,73.48,10.16,222.05,43.63,34.91,204.0,1991.0,2024.0
Nepal,Asia,Roots & Tubers,70.59,4.43,141.36,33.59,53.73,92.0,1991.0,2024.0
Nepal,Asia,Spices,76.6,11.64,163.9,151.85,21.07,136.0,1991.0,2024.0
Nepal,Asia,Sugar Crops,61.92,8.64,161.48,29.89,96.33,34.0,1991.0,2024.0
Nepal,Asia,Vegetables,78.5,7.63,258.77,63.83,76.45,291.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Aggregates,100.2,77.13,163.65,8.85,59.5,68.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Cereals,103.18,62.82,215.9,16.16,20.0,306.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Dairy & Eggs,98.19,54.61,252.99,27.96,147.88,151.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Fibers,109.81,70.49,179.96,6.91,-17.48,66.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Fruits,101.52,41.33,236.29,27.83,61.55,442.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Meat,99.23,55.12,244.3,41.96,-3.26,650.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Oilseeds,90.56,22.72,224.44,74.3,-0.93,136.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Other Industrial,126.86,74.98,253.48,12.67,3.62,34.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Pulses,90.95,37.98,191.59,39.22,34.02,136.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Roots & Tubers,100.17,26.65,214.51,59.04,91.94,34.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Spices,106.45,82.53,152.9,8.56,31.17,34.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Sugar Crops,119.68,68.18,202.03,20.52,80.72,34.0,1991.0,2024.0
Netherlands (Kingdom of the),Europe,Vegetables,118.48,26.65,538.48,70.36,26.09,806.0,1991.0,2024.0
New Caledonia,Oceania,Aggregates,116.21,93.01,139.62,6.54,,20.0,2015.0,2024.0
New Caledonia,Oceania,Beverages,85.38,66.76,107.08,13.44,,10.0,2015.0,2024.0
New Caledonia,Oceania,Cereals,108.28,99.99,129.99,4.62,,27.0,2016.0,2024.0
New Caledonia,Oceania,Dairy & Eggs,107.62,91.52,130.77,11.8,,40.0,2015.0,2024.0
New Caledonia,Oceania,Fruits,121.81,54.02,188.0,20.61,,100.0,2015.0,2024.0
New Caledonia,Oceania,Meat,105.7,90.1,125.07,8.58,,50.0,2015.0,2024.0
New Caledonia,Oceania,Oilseeds,128.52,90.9,166.59,5.7,,20.0,2015.0,2024.0
New Caledonia,Oceania,Other Industrial,115.55,98.7,127.9,8.6,,10.0,2015.0,2024.0
New Caledonia,Oceania,Pulses,127.23,61.15,181.68,46.83,,20.0,2015.0,2024.0
New Caledonia,Oceania,Roots & Tubers,102.64,36.27,179.82,34.85,,50.0,2015.0,2024.0
New Caledonia,Oceania,Vegetables,120.16,93.07,162.93,13.78,,50.0,2015.0,2024.0
New Zealand,Oceania,Aggregates,91.79,43.86,153.85,14.03,30.89,68.0,1991.0,2024.0
New Zealand,Oceania,Beverages,86.14,56.39,121.07,7.64,20.57,34.0,1991.0,2024.0
New Zealand,Oceania,Cereals,88.32,45.32,214.18,15.7,66.28,238.0,1991.0,2024.0
New Zealand,Oceania,Dairy & Eggs,88.06,41.15,161.02,20.21,5.1,170.0,1991.0,2024.0
New Zealand,Oceania,Fibers,85.29,51.74,123.9,6.53,29.27,68.0,1991.0,2024.0
New Zealand,Oceania,Fruits,87.95,25.95,215.86,39.93,46.12,1054.0,1991.0,2024.0
New Zealand,Oceania,Meat,87.01,35.71,168.31,25.01,17.09,714.0,1991.0,2024.0
New Zealand,Oceania,Oilseeds,85.86,58.8,121.07,3.82,21.16,102.0,1991.0,2024.0
New Zealand,Oceania,Other Industrial,77.43,30.47,123.05,56.76,29.19,68.0,1991.0,2024.0
New Zealand,Oceania,Pulses,78.39,36.94,124.31,16.7,28.35,102.0,1991.0,2024.0
New Zealand,Oceania,Roots & Tubers,89.17,25.59,138.18,40.63,24.27,68.0,1991.0,2024.0
New Zealand,Oceania,Vegetables,88.9,21.96,174.54,30.39,25.63,714.0,1991.0,2024.0
Nicaragua,Americas,Aggregates,62.87,9.31,170.16,10.04,125.11,66.0,1991.0,2023.0
Nicaragua,Americas,Beverages,67.63,6.81,145.36,32.7,42.93,66.0,1991.0,2023.0
Nicaragua,Americas,Cereals,67.47,5.26,310.0,22.1,176.89,165.0,1991.0,2023.0
Nicaragua,Americas,Dairy & Eggs,67.05,10.14,190.5,33.92,214.3,132.0,1991.0,2023.0
Nicaragua,Americas,Fibers,87.08,41.86,143.83,18.35,80.2,132.0,1991.0,2023.0
Nicaragua,Americas,Fruits,74.78,11.68,144.7,46.38,44.43,264.0,1991.0,2023.0
Nicaragua,Americas,Meat,70.24,5.76,199.65,40.22,106.06,429.0,1991.0,2023.0
Nicaragua,Americas,Oilseeds,64.86,3.57,217.96,125.56,56.35,264.0,1991.0,2023.0
Nicaragua,Americas,Other Industrial,71.91,6.28,178.44,163.37,108.52,99.0,1991.0,2023.0
Nicaragua,Americas,Pulses,72.9,7.6,220.47,35.88,132.47,66.0,1991.0,2023.0
Nicaragua,Americas,Roots & Tubers,62.83,4.49,286.19,36.37,189.54,99.0,1991.0,2023.0
Nicaragua,Americas,Sugar Crops,66.26,10.04,230.87,11.63,230.48,33.0,1991.0,2023.0
Nicaragua,Americas,Vegetables,69.22,3.69,217.51,143.94,141.2,231.0,1991.0,2023.0
Niger,Africa,Aggregates,68.54,22.76,109.65,47.2,-44.7,68.0,1991.0,2024.0
Niger,Africa,Cereals,59.04,15.41,117.23,45.91,-7.51,306.0,1991.0,2024.0
Niger,Africa,Dairy & Eggs,76.51,22.91,169.16,59.1,195.99,238.0,1991.0,2024.0
Niger,Africa,Fibers,75.99,44.47,107.14,7.8,-4.14,102.0,1991.0,2024.0
Niger,Africa,Fruits,67.41,3.92,123.34,155.47,-31.91,127.0,1991.0,2024.0
Niger,Africa,Meat,80.08,26.36,119.73,39.54,-7.39,612.0,1991.0,2024.0
Niger,Africa,Oilseeds,63.66,23.1,140.19,39.54,-4.33,136.0,1991.0,2024.0
Niger,Africa,Other Industrial,80.34,56.28,106.85,3.85,26.51,34.0,1991.0,2024.0
Niger,Africa,Pulses,77.52,22.34,134.47,26.0,-39.06,229.0,1991.0,2024.0
Niger,Africa,Roots & Tubers,73.84,19.79,120.28,24.87,-40.79,120.0,1991.0,2024.0
Niger,Africa,Spices,73.07,6.59,111.49,166.43,7.93,102.0,1991.0,2024.0
Niger,Africa,Sugar Crops,78.36,10.17,125.82,30.12,51.76,34.0,1991.0,2024.0
Niger,Africa,Vegetables,67.08,6.07,160.44,78.03,-6.92,554.0,1991.0,2024.0
Nigeria,Africa,Aggregates,75.1,5.39,139.27,34.48,75.07,68.0,1991.0,2024.0
Nigeria,Africa,Beverages,164.08,14.96,532.28,49.81,-63.12,68.0,1991.0,2024.0
Nigeria,Africa,Cereals,78.71,2.8,272.33,66.8,179.62,272.0,1991.0,2024.0
Nigeria,Africa,Dairy & Eggs,74.47,5.11,118.39,53.78,-1.38,136.0,1991.0,2024.0
Nigeria,Africa,Fibers,56.25,1.27,155.65,209.67,-12.81,136.0,1991.0,2024.0
Nigeria,Africa,Fruits,78.33,3.15,170.96,51.2,-0.1,306.0,1991.0,2024.0
Nigeria,Africa,Meat,73.07,4.89,191.38,24.21,1.8,408.0,1991.0,2024.0
Nigeria,Africa,Nuts,87.29,10.0,186.98,17.65,-24.79,136.0,1991.0,2024.0
Nigeria,Africa,Oilseeds,88.98,1.27,582.82,227.54,-23.49,374.0,1991.0,2024.0
Nigeria,Africa,Other Industrial,82.92,3.81,195.85,63.1,-11.64,102.0,1991.0,2024.0
Nigeria,Africa,Pulses,92.1,5.45,249.74,446.32,-12.99,101.0,1991.0,2024.0
Nigeria,Africa,Roots & Tubers,74.58,3.13,154.34,43.81,44.53,170.0,1991.0,2024.0
Nigeria,Africa,Spices,115.54,9.56,680.1,109.48,-34.64,102.0,1991.0,2024.0
Nigeria,Africa,Sugar Crops,80.87,3.64,160.68,28.75,-20.47,34.0,1991.0,2024.0
Nigeria,Africa,Vegetables,74.88,2.92,256.68,56.94,12.32,374.0,1991.0,2024.0
North Macedonia,Europe,Aggregates,94.9,7.21,190.54,49.85,80.67,66.0,1992.0,2024.0
North Macedonia,Europe,Cereals,91.06,5.34,218.29,36.13,22.9,330.0,1992.0,2024.0
North Macedonia,Europe,Dairy & Eggs,102.79,6.08,217.55,38.76,40.79,198.0,1992.0,2024.0
North Macedonia,Europe,Fruits,93.44,4.75,335.74,78.11,76.3,462.0,1992.0,2024.0
North Macedonia,Europe,Meat,91.08,4.65,920.61,94.64,-26.7,297.0,1992.0,2024.0
North Macedonia,Europe,Nuts,84.64,3.26,250.62,121.44,132.78,161.0,1992.0,2024.0
North Macedonia,Europe,Oilseeds,83.56,7.4,189.06,49.53,16.6,231.0,1992.0,2024.0
North Macedonia,Europe,Other Industrial,74.32,0.84,205.1,410.27,28.86,99.0,1992.0,2024.0
North Macedonia,Europe,Pulses,80.48,3.08,229.81,52.55,-32.23,264.0,1992.0,2024.0
North Macedonia,Europe,Roots & Tubers,116.24,9.66,241.61,89.28,129.23,33.0,1992.0,2024.0
North Macedonia,Europe,Spices,78.18,5.34,145.69,37.56,27.59,66.0,1992.0,2024.0
North Macedonia,Europe,Sugar Crops,82.83,10.3,120.69,56.38,35.84,33.0,1992.0,2024.0
North Macedonia,Europe,Vegetables,89.59,1.46,497.74,100.29,103.11,693.0,1992.0,2024.0
Norway,Europe,Aggregates,82.93,60.48,140.84,3.83,67.86,68.0,1991.0,2024.0
Norway,Europe,Cereals,91.36,60.36,169.31,8.79,92.55,238.0,1991.0,2024.0
Norway,Europe,Dairy & Eggs,85.38,55.78,141.16,12.22,49.86,170.0,1991.0,2024.0
Norway,Europe,Fruits,75.6,11.43,217.78,79.17,19.96,349.0,1991.0,2024.0
Norway,Europe,Meat,98.78,4.07,453.1,125.32,3.02,694.0,1991.0,2024.0
Norway,Europe,Oilseeds,96.38,81.64,136.62,3.34,46.79,68.0,1991.0,2024.0
Norway,Europe,Other Industrial,86.73,19.91,174.07,136.59,223.13,68.0,1991.0,2024.0
Norway,Europe,Pulses,98.13,69.2,160.83,4.96,90.63,48.0,2001.0,2024.0
Norway,Europe,Roots & Tubers,87.09,49.87,178.61,10.35,94.84,34.0,1991.0,2024.0
Norway,Europe,Vegetables,86.51,21.08,209.61,25.99,36.88,476.0,1991.0,2024.0
Oman,Asia,Aggregates,141.41,78.11,290.6,43.31,,24.0,2011.0,2024.0
Oman,Asia,Cereals,88.99,38.95,154.13,49.61,,92.0,2011.0,2024.0
Oman,Asia,Fruits,98.38,44.22,140.94,36.51,,126.0,2011.0,2024.0
Oman,Asia,Roots & Tubers,89.71,62.81,106.91,12.03,,14.0,2011.0,2024.0
Oman,Asia,Sugar Crops,114.87,96.78,222.14,13.04,,13.0,2012.0,2024.0
Oman,Asia,Vegetables,117.24,27.53,527.43,56.57,,196.0,2011.0,2024.0
Pakistan,Asia,Aggregates,77.19,14.78,317.92,20.55,322.7,68.0,1991.0,2024.0
